央视频道,#genre#
CCTV13,http://39.164.180.36:19901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路163』#https://event.pull.hebtv.com/jishi/cp1.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8#http://8.138.7.223/tv/dl/careryun.php?id=16$LR•IPV4『线路140』#http://8.138.7.223/tv/dl/douyincdn.php?id=13$LR•IPV4『线路138』#https://www.freetv.top/migu/608807423.m3u8?migutoken=b0ebf450385413f8d70e72a92ceba03e41170d59df1374472666311b9a1b26c2665ac29d287ef869f8998593325508eed5b09a4020d14bc557a3fe580eea0c0f4c2c13a4581ddb400575b8d3e9$LR•IPV4『线路242』#https://www.freetv.top/migu/608807423.m3u8?migutoken=776326ca258673fca618a4f3a2ff6e001516e1bd1de00a273f9321b167eace944b1fea149e58d9f61f99fdcb505524330bcadd896ad46e9264a6c57fcd05b0e7b924e3462804a5228697c43f3f$LR•IPV4『线路247』#https://www.freetv.top/migu/608807423.m3u8?migutoken=ac75a7b224f6d682c32c041ab4e0382dbb3ff875e9f9296ab33b8f3b7d44ac493d7bf97160232973e9f25fe71232f5180c8fe73aaee23768741e101519263d172ad60f77351699f0863c60b8ff$LR•IPV4『线路260』#https://www.freetv.top/migu/608807423.m3u8?migutoken=d04a0fbe708570ac8859ed559ac6241f3a9da203b9f1dcecbbb627c30fca3aac016d99c7e9dc1efa5b5bd973de8170af65d84d3bfdc932709679f2a688284458be83238ceef24aa5196ad54167$LR•IPV4『线路261』#https://www.freetv.top/migu/608807423.m3u8?migutoken=b3b4ddc2f6494b8b098f8722480f65f33fabde80e2873f9c7ad3a37c1d0e0053da396027d844896109a0c960d9c8be0b4932204b5648e71ef398f07c48501fade68f689c2175b139ba190f4ab4$LR•IPV4『线路263』#https://www.freetv.top/migu/608807423.m3u8?migutoken=62d2214274cef7d40b4114d45bf7638a556c67cd16bcf313098428f7b9c39529a9409be7e2a892a20359eed6ae89f4458686ab0c3b3d4ca5e2ca54e11342c5719c3a1e0e8af936fe2a1892a5fa$LR•IPV4『线路264』#https://www.freetv.top/migu/608807423.m3u8?migutoken=85d3cf2d1e1511208a2074a3da420becee120fffec82c80e13e533bb191e19cba13d3f9831f111202869da1200838bc62ed7dcc00a437f0c3f013a2f2fbd4d23de657fbc5d9b1b4f432f49b15d$LR•IPV4『线路265』#http://www.freetv.top/migu/608807423.m3u8?migutoken=d8e7d5104925c13570533f5db2f808b4613be4d2901d3d406a67fca92ee219bc3692dff97d63d38123fde519465b77404b0a2c0c59bec5e83ad2be42019845acc7e59290159021d585352689cc$LR•IPV4『线路266』#https://www.freetv.top/migu/608807423.m3u8?migutoken=c2389cf5194aa51126151d56817f4b78c648be26d653da0ba123aedb4ac3bc7cf448bdf7e94a38f8a1d5ef942bd7584f21130d1702c97093596d8bf121dc9e10697c48b323b813404c8eff9ed6$LR•IPV4『线路268』#https://www.freetv.top/migu/608807423.m3u8?migutoken=2ea304b199bfe39629418c1d50b3c9f34ba06712c9c7922a614411768b18496280cdfdee913572bdb8d1cdd3d5763460f2f0aea6c7a51095aaf66f1eb8f43ce6edbbeac22c35e78ecc39dbdf27$LR•IPV4『线路269』#http://183.196.25.171:808/hls/13/index.m3u8#https://live.goodiptv.club/api/bestv.php?id=cctv13xwhd8m/8000000#http://cyz32.livehbindex.hbcatv.cn/live/5000002081f5478882f00a0f9be4b01f.m3u8?bitrate=2300&pt=5#http://api2.52tb.xyz/info?id=15&token=20230326xflvzc#http://192.168.0.5:35455/gaoma/cctv13.m3u8#http://192.168.0.5:35455/itv/5000000011000031108.m3u8?cdn=bestzb#http://36.136.38.87:9901/tsfile/live/0013_1.m3u8#http://58.19.43.46:9901/tsfile/live/1032_1.m3u8#http://61.156.228.12:8154/tsfile/live/0013_1.m3u8#http://8.138.7.223/tv/mgitv.php?id=67$LR•IPV4『线路173』#https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8
CCTV14,http://39.164.180.36:19901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路173』#http://8.138.7.223/tv/dl/careryun.php?id=17$LR•IPV4『线路150』#https://event.pull.hebtv.com/jishi/cp2.m3u8#http://8.138.7.223/tv/dl/douyincdn.php?id=14$LR•IPV4『线路148』#http://39.164.180.36:19901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0#http://183.196.25.171:808/hls/14/index.m3u8#https://live.goodiptv.club/api/bestv.php?id=cctvsehd8m/8000000#http://cyz32.livehbindex.hbcatv.cn/live/8a22035194884b1eb5515aac434c313c.m3u8?bitrate=2300&pt=5#http://api2.52tb.xyz/info?id=16&token=20230326xflvzc#http://192.168.0.5:35455/gaoma/cctv14.m3u8#http://192.168.0.5:35455/itv/1000000001000008170.m3u8?cdn=ystenlive#http://192.168.0.5:35455/itv/5000000004000006673.m3u8?cdn=bestzb#http://192.168.0.5:35455/itv/1000000005000265013.m3u8?cdn=ystenlive#http://60.29.124.66:6080/hls/25/index.m3u8#http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226229/1.m3u8#http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226445/1.m3u8#http://39.164.160.249:9901/tsfile/live/0014_1.m3u8#http://112.101.78.50:9901/tsfile/live/0014_1.m3u8
CCTV-14少儿,http://221.2.148.205:8154/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://8.138.7.223/tv/dl/douyincdn.php?id=15$LR•IPV4『线路135』#http://8.138.7.223/tv/dl/careryun.php?id=18$LR•IPV4『线路137』#http://39.164.160.249:9901/tsfile/live/0015_1.m3u8#http://222.169.85.8:9901/tsfile/live/0015_1.m3u8#http://183.196.25.171:808/hls/15/index.m3u8#https://live.goodiptv.club/api/bestv.php?id=cctv15hd8m/8000000#http://cyz32.livehbindex.hbcatv.cn/live/50000020f44f4f4b8aa33925dba216df.m3u8?bitrate=2300&pt=5#http://192.168.0.5:35455/gaoma/cctv15.m3u8#http://192.168.0.5:35455/itv/5000000011000031109.m3u8?cdn=bestzb#http://192.168.0.5:35455/itv/1000000005000265014.m3u8?cdn=ystenlive#https://www.freetv.top/migu/673168223.m3u8?migutoken=d46236e1f679dad891142868b96821ba336ddefe3e4cddd4bd824a7fb0dcbbaba9234379f3c3e8769f05d127936a3a11f0963e0728476ac62f93a56a69dfed36453b0c3516a4ed541829283d46$LR•IPV4『线路250』#https://www.freetv.top/migu/673168223.m3u8?migutoken=ad38294ea17b61fb4e3582dd4b38fe6903d520cf9c77df387069a12c1d35acd569d2a80ad10f3f759e3130a7cf82f39f4700e10050fa4438027fb9151be012733eede3d7a5db53a58345272ef8$LR•IPV4『线路254』#https://www.freetv.top/migu/673168223.m3u8?migutoken=405252f2e3e9d074b85a6b084bcc54894e3604d659e5fa911942b535a440184d991c0321451bca103d1a5bdc6ccf61193bdfbcc62bef28f759dd6e6d50ec34cda80794148cd2eac1ed6b17bc0d$LR•IPV4『线路256』#https://www.freetv.top/migu/673168223.m3u8?migutoken=b3f5f563a0e87a8d4215ce2f21de8c4ba355f6b7cecac5f686433bc2809f1a670c2454c39a4c60e3d446e610daf4c9bb26feea0ee07ed55a05d6b332b10381aa4ffb12bb3db425336f25a43987$LR•IPV4『线路261』#https://www.freetv.top/migu/673168223.m3u8?migutoken=f24124cb55ee7b2392bae373bd81ba8f267bc2ab7ff065b93c9b9e9674236b624bab04f3f6a2e4d12149cfe81b19760c763b8fba1369d0d4092281bada4eff6ba6d823c0c43e451911f5b20872$LR•IPV4『线路262』#https://www.freetv.top/migu/673168223.m3u8?migutoken=da6d2f0a50c0d2ccf5830584134b017533f7cff9f8483f5d99db04942d1fb2e65f1ee80072875ff98602f2953980c392524de2229b370059832da0fcdc26f899851f1166d08673d4747acd9f8a$LR•IPV4『线路264』#https://www.freetv.top/migu/673168223.m3u8?migutoken=50dc3ccc2d27d7a93259df8360e0b3d4440519a8a4f9c636cce2d1bab0ddd72f5ecd496a69a4292eca1015e4c44727f9a6ee935a536f0720d3b21bee7f1c53aab112b3ab2e6aeb9982837ab99a$LR•IPV4『线路266』#https://www.freetv.top/migu/673168223.m3u8?migutoken=ee38b8619145f920f3057bfbbc790828a4d51d67a79f52f79c1fa162a2a610b8e7199e0c05adcf877ec32f76cbcdfb12a9ff0cda28e8fcdce6ae41915cffa29d479c4d508f5dbea03e4826d203$LR•IPV4『线路268』#https://www.freetv.top/migu/673168223.m3u8?migutoken=572b98a51e3730acfb3ef18bd9b51525172b58d008142744ba4de9bd208efb14a7f2e9b054ec49e26a6f8c1fb53afdf84b27a1ea201dc024921aaadf68dbb087c12dac0ace1184dd4cff79ea12$LR•IPV4『线路270』#https://www.freetv.top/migu/673168223.m3u8?migutoken=ecd60d6a580d9f4027ec08213b2a5beffae7f99e3e556123f72b08c8d0bedb77620cbbc5d72108ff458b15f605abc992ccdc991b35dd34802a57ca114b8f7875c9bce1ddfe5bd6775f12be875a$LR•IPV4『线路271』#http://www.freetv.top/migu/673168223.m3u8?migutoken=81268e3d4f684bb5f7e3f9be9524d419c9c649ab0f8f8d3416c7e7535e0b219459b129f4be677a98cf66de546e2d7a78ebe50703d98eb67703adee341cd46d7d39c14bfc907da3a20534d07396$LR•IPV4『线路272』#http://110.53.52.63:8888/newlive/live/hls/17/live.m3u8#http://1b6467f415.iok.la:9931/tsfile/live/1035_1.m3u8
CCTV-15音乐,http://221.2.148.205:8154/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226825/1.m3u8#https://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000#http://api2.52tb.xyz/info?id=18&token=20230326xflvzc#http://192.168.0.5:35455/rptv/G_CCTV-16-4K.m3u8?license=gitv#http://192.168.0.5:35455/gaoma/cctv4k16.m3u8#http://192.168.0.5:35455/itv/1000000006000233002.m3u8?cdn=ystenlive#http://192.168.0.5:35455/itv/5000000008000023254.m3u8?cdn=bestzb#http://192.168.0.5:35455/gaoma/cctv4k16_10m.m3u8#http://192.168.0.5:35455/gaoma/cctv16.m3u8#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=402171&tk=922ba46651d3#http://gmxw.7766.org:808/hls/169/index.m3u8
CCTV17,http://8.138.7.223/tv/dl/douyincdn.php?id=16$LR•IPV4『线路101』#http://111.43.126.240:9003/hls/30/index.m3u8#http://8.138.7.223/tv/dl/careryun.php?id=19$LR•IPV4『线路103』#http://222.169.85.8:9901/tsfile/live/0007_1.m3u8#http://120.76.248.139/live/bfgd/4200000204.m3u8#http://183.196.25.171:808/hls/93/index.m3u8#https://live.goodiptv.club/api/bestv.php?id=cctv17hd8m/8000000#http://cyz32.livehbindex.hbcatv.cn/live/500000208b8d41c4b436ef32428c229d.m3u8?bitrate=2300&pt=5#http://api2.52tb.xyz/info?id=19&token=20230326xflvzc#http://192.168.0.5:35455/gaoma/cctv17.m3u8#http://192.168.0.5:35455/itv/1000000006000268004.m3u8?cdn=ystenlive#http://192.168.0.5:35455/itv/1000000005000265015.m3u8?cdn=ystenlive#https://www.freetv.top/migu/673168256.m3u8?migutoken=c505aab29000098934f1ca9d5242dc3a2190c763d3b8cee6e169b420eed692acda4eda40e637ee80eda6dd8a7728facd6367052eb645c558fe35bc0b716d932a07debbc8759ebcde15c9c7f920$LR•IPV4『线路169』#https://www.freetv.top/migu/673168256.m3u8?migutoken=d63fc572ecc0257295e450bf7a5fc93e48375c1f7a6db73b9ee6a5587a776b53b22fcdaf1ecbca5059a2aa2e461e5a3d5381a6b4b8316d7dac6f0d6d701c34dc91e96415f35e46e35467b52736$LR•IPV4『线路171』#https://www.freetv.top/migu/673168256.m3u8?migutoken=e7dc493273bb331a8b7e0d3c475924ad4706b90f18fd4775c1c134103274e9ad9d59015289e02877b65420a149fcae4f793ded0177cc600ac79d9a95a234e4a8db198072e6973c4a14c05c9dc6$LR•IPV4『线路173』#https://www.freetv.top/migu/673168256.m3u8?migutoken=81ac3a9691673bbadc0abb61895a65f76edc831fc677379a77bb8b59f97b6bf03a0118033076f6f6ee6b852a9bd9b8204c27e76c8b5b659afde87697572ce5f71ff18b17f5d69edaa8778bf462$LR•IPV4『线路174』#https://www.freetv.top/migu/673168256.m3u8?migutoken=04374bdde2e4223798159ce189b302c8599b8bb84f8d8f3cbd0adbfc1b53ae5f4a89e00409ced1e0b5b37757ed87e5ce46cab61a18a42b67837b361003b0783f61b66a24877938993b4f7a2b50$LR•IPV4『线路175』#https://www.freetv.top/migu/673168256.m3u8?migutoken=1f0018205f02ce70108aadafba7fcfec39c929e9d2523f79a212c4165da5603e21b87da7118e6b0cea3eeeeccd815040f7765b3fb939716daf20de611d8c89feb7e0fbd64b5fec9a152f7776b9$LR•IPV4『线路176』#https://www.freetv.top/migu/673168256.m3u8?migutoken=dff047a9026f526223c0ed1adbfabbe258e37787a9dbf6c13ddfa3dfc5be6fc055e4ec23f97b75ae545c0a460100ac52ba7ebcfbc7dc5b37f2c7cd2138c72751b2aa7e843867bd1e89f39c0060$LR•IPV4『线路177』#https://www.freetv.top/migu/673168256.m3u8?migutoken=9094be8a5828bcdca0c02d6805bd52cc36e4d16a29031a320eaed60d6d74d5b36653a81c659450938ab30e91f4b27468f176d304463164c178f446ff6d44d623dd787da315c58de6d4d0010bb1$LR•IPV4『线路178』#https://www.freetv.top/migu/673168256.m3u8?migutoken=cd9ac55fddf5f22ac004018cec6a4046c41dd9f4fc2bf0d97a30aaddef8a88da0e984cf03e60fa6a6adcb81d784905e343fb6a9dae398827b1b71b5164b118d15f6762b07225d4764bce858c33$LR•IPV4『线路179』#https://www.freetv.top/migu/673168256.m3u8?migutoken=0a02f2e99ab57689f9361f4e06cb466ad0e837bea6428505273ac5a09e5953f5e014292a3f9eb470f30917d612b2aef1b524a076299d87923aec1e91b1f6679a1d678e69a38b04b6b634958a7c$LR•IPV4『线路180』#https://www.freetv.top/migu/673168256.m3u8?migutoken=11fec7586772852c5b34d75ff515080f8def9861a030c98c5861b036729d642445a7bc5b0cd43e7086ca1903346f6cbad01b639771ee3bd13e653bdb2d14f169744862c9695688b0b177bc144a$LR•IPV4『线路182』#https://www.freetv.top/migu/673168256.m3u8?migutoken=7270a64d821d9de391cdabdf9685e61de5c0929c8486a24ac167aea6279189e5577fd24dce303030fbf1bec432df053fc57698fb48b6285a78bab608e954345314604511e497b104c51f5dc0cd$LR•IPV4『线路183』#http://www.freetv.top/migu/673168256.m3u8?migutoken=698e0ff1ba47e7b3e38326199e2ee0a1b7bd0b0dd192935d111a196fb0a283c3070537cce6951301b2cc3e6f7de31ffdb9b7c4095d6c008d8333e21e5070375ca86124640133c9fa4c6ffa847f$LR•IPV4『线路184』#http://219.135.180.210:18888/hls/24/index.m3u8
CCTV第一剧场,https://epg.pw/stream/6d7bf281e3d739806a73f5373acaa6e01988ec9739f5ac1355ce54b47a928472.m3u8
卫视频道,#genre#
安多卫视,https://liveout.xntv.tv/a65jur/96iln2.m3u8#https://livecdn.dmqhyadmin.com/hls/xjmenyuan.m3u8#https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqinghd#https://liveout.xntv.tv/a65jur/90p2i1.m3u8#http://stream.qhbtv.com/adws/sd/live.m3u8#http://39.134.65.166/PLTV/88888888/224/3221225531/1.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225531/1.m3u8#http://3501776.xyz:35455/itv/1000000005000266001.m3u8?cdn=ystenlive
安徽卫视,http://8.138.7.223/tv/dl/careryun.php?id=26$LR•IPV4『线路91』#http://39.164.180.36:19901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路104』#http://222.169.85.8:9901/tsfile/live/0130_1.m3u8#http://39.164.160.249:9901/tsfile/live/0130_1.m3u8#http://39.164.180.36:19901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0#http://iptv.huuc.edu.cn/hls/ahhd.m3u8#https://live.goodiptv.club/api/bestv.php?id=ahwshd8m/8000000#http://192.168.0.5:35455/itv/1000000001000030159.m3u8?cdn=ystenlive#http://192.168.0.5:35455/itv/6000000001000009954.m3u8?cdn=wasusyt#http://192.168.0.5:35455/itv/1000000005000265025.m3u8?cdn=ystenlive#http://36.136.38.87:9901/tsfile/live/0130_1.m3u8#http://61.138.128.226:19901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路87』#http://58.57.40.22:9901/tsfile/live/1033_1.m3u8#http://124.116.183.146:9901/tsfile/live/0130_1.m3u8#http://58.19.43.46:9901/tsfile/live/1040_1.m3u8
北京卫视,http://8.138.7.223/tv/dl/careryun.php?id=24$LR•IPV4『线路97』#http://8.138.7.223/tv/dl/douyincdn.php?id=17$LR•IPV4『线路96』#http://39.164.180.36:19901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路113』#http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226719/1.m3u8#http://39.150.96.141:65535/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路157』#http://39.164.180.36:19901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.160.249:9901/tsfile/live/0122_1.m3u8#https://live.goodiptv.club/api/bestv.php?id=bjwshd8m/8000000#http://192.168.0.5:35455/itv/6000000001000020451.m3u8?cdn=wasusyt#http://192.168.0.5:35455/itv/1000000005000265027.m3u8?cdn=ystenlive#http://112.123.243.37:50085/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0#http://36.136.38.87:9901/tsfile/live/0122_1.m3u8#https://live-hls-web-ajb.getaj.net/AJB/01.m3u8#http://183.215.134.239:19901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0#http://58.57.40.22:9901/tsfile/live/1032_1.m3u8#https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s1/index.m3u8?time=1748289608&sign=e8374b0cd239eb2184096fd2258ad9cb
北京卫视4K超高清,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s41/index.m3u8?time=1748289611&sign=a505bc85089fe01b2f7e422297fe8d75
兵团卫视,http://8.138.7.223/tv/dl/careryun.php?id=47$LR•IPV4『线路17』#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8#http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8#http://8.138.7.223/tv/btws.m3u8#https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8#http://218.89.240.144:59901/tsfile/live/0115_1.m3u8
重庆卫视,http://8.138.7.223/tv/dl/careryun.php?id=37$LR•IPV4『线路90』#http://39.164.180.36:19901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路102』#http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226680/1.m3u8#http://39.164.180.36:19901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0#http://8.138.7.223/tv/dl/douyincdn.php?id=28$LR•IPV4『线路89』#http://192.168.0.5:35455/itv/1000000001000001096.m3u8?cdn=ystenlive#http://192.168.0.5:35455/itv/1000000005000265017.m3u8?cdn=ystenlive#http://61.138.128.226:19901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路85』#http://110.53.52.63:8888/newlive/live/hls/30/live.m3u8
大湾区卫视,http://ali.hlspull.yximgs.com/live/b027460e580a463cb7e44eebexcvhnddggdfsdg.flv#http://222.128.55.152:9080/live/dwq.m3u8#http://goo.bkpcp.top/mg/dwqws
东方卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=20$LR•IPV4『线路104』#http://8.138.7.223/tv/dl/careryun.php?id=20$LR•IPV4『线路105』#http://39.164.180.36:19901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路119』#http://39.164.180.36:19901/tsfile/live/0107_1.m3u8?key=txiptv&amp;amp;playlive=0&amp;amp;authid=0#http://39.164.180.36:19901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0#http://live.nctv.top/JKHdjsi/dftv.php?id=dfws#http://iptv.huuc.edu.cn/hls/dfhd.m3u8#http://222.169.85.8:9901/tsfile/live/0018_1.m3u8#https://live.goodiptv.club/api/bestv.php?id=dfwshd8m/8000000#http://192.168.0.5:35455/itv/6000000001000003639.m3u8?cdn=wasusyt#http://192.168.0.5:35455/itv/5000000004000014098.m3u8?cdn=bestzb#http://192.168.0.5:35455/itv/1000000005000265018.m3u8?cdn=ystenlive#http://39.164.160.249:9901/tsfile/live/0107_1.m3u8#http://36.136.38.87:9901/tsfile/live/0107_1.m3u8#http://112.123.243.37:50085/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0#http://113.15.109.216:59901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0#http://61.138.128.226:19901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路100』#http://124.116.183.146:9901/tsfile/live/0107_1.m3u8#http://110.53.52.63:8888/newlive/live/hls/19/live.m3u8
东南卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=22$LR•IPV4『线路87』#http://39.164.180.36:19901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路98』#http://8.138.7.223/tv/fjtv.php?id=5$LR•IPV4『线路95』#http://aa3.kkwk111.top/fj.php#http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226670/1.m3u8#http://8.138.7.223/tv/dl/careryun.php?id=33$LR•IPV4『线路88』#http://live.zohi.tv/video/s10001-fztv-3/index.m3u8#http://39.164.180.36:19901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0#http://192.168.0.5:35455/itv/5000000004000010584.m3u8?cdn=bestzb#http://192.168.0.5:35455/itv/1000000005000265033.m3u8?cdn=ystenlive#http://36.136.38.87:9901/tsfile/live/0137_1.m3u8#http://[2409:8087:1a01:df::4035]:80/TVOD/88888888/224/3221225950/main.m3u8#http://58.57.40.22:9901/tsfile/live/1037_1.m3u8
凤凰卫视香港,http://192.168.0.5:35455/rptv/HD-10000k-1080P-fhhongkong5s.m3u8?license=cntv
凤凰卫视中文,http://192.168.0.5:35455/rptv/HD-10000k-1080P-fhchinese5s.m3u8?license=cntv
凤凰卫视资讯,http://192.168.0.5:35455/rptv/HD-10000k-1080P-fhzixun5s.m3u8?license=cntv
甘肃卫视,http://8.138.7.223/tv/dl/careryun.php?id=45$LR•IPV4『线路52』#http://39.164.180.36:19901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路57』#http://39.164.180.36:19901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.150.96.141:65535/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.150.96.141:65535/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路42』#http://192.168.0.5:35455/itv/5000000011000031121.m3u8?cdn=bestzb#http://223.241.247.214:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0#http://223.241.247.214:9901/tsfile/live/0141_1.m3u8#http://61.138.128.226:19901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路48』#http://58.57.40.22:9901/tsfile/live/1056_1.m3u8
广东卫视,http://39.164.180.36:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路113』#http://222.169.85.8:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路163』#http://8.138.7.223/tv/dl/careryun.php?id=27$LR•IPV4『线路99』#http://183.215.134.239:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路116』#http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221227161/1.m3u8#http://39.164.180.36:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0#http://222.169.85.8:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0#http://60.223.224.176:8888/newlive/live/hls/20/live.m3u8#http://183.215.134.239:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0#http://192.168.0.5:35455/itv/1000000001000014176.m3u8?cdn=ystenlive#http://192.168.0.5:35455/itv/6000000001000031076.m3u8?cdn=wasusyt#http://192.168.0.5:35455/itv/1000000005000265034.m3u8?cdn=ystenlive#http://36.136.38.87:9901/tsfile/live/0125_1.m3u8#http://101.66.199.219:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0#http://1.195.30.9:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路219』#http://39.164.160.249:9901/tsfile/live/0125_1.m3u8#http://120.238.94.10:9901/tsfile/live/1008_1.m3u8#http://61.138.128.226:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://39.164.180.36:19901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路79』#http://8.138.7.223/tv/dl/careryun.php?id=40$LR•IPV4『线路67』#http://39.164.180.36:19901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0#http://live.cztv.cc:85/live/ggpd.m3u8#http://124.128.73.58:9901/tsfile/live/0113_1.m3u8?key=txiptv$LR•IPV4『线路140』#https://hlscdn.liangtv.cn/live/de0f97348eb84f62aa6b7d8cf0430770/dd505d87880c478f901f38560ca4d4e6.m3u8#https://live.goodiptv.club/api/bestv.php?id=gxwshd8m/8000000#http://192.168.0.5:35455/itv/5000000011000031118.m3u8?cdn=bestzb#http://36.136.38.87:9901/tsfile/live/0113_1.m3u8#http://223.241.247.214:9901/tsfile/live/0113_1.m3u8#http://223.241.247.214:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0#http://1.195.30.9:19901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路158』
贵州卫视,http://39.164.180.36:19901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路101』#http://8.138.7.223/tv/dl/careryun.php?id=39$LR•IPV4『线路90』#http://222.169.85.8:9901/tsfile/live/0120_1.m3u8#http://39.164.180.36:19901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.160.249:9901/tsfile/live/0120_1.m3u8#http://120.76.248.139/live/bfgd/4200000101.m3u8#http://49.235.110.121:9090/daili/guizho.php?id=gzws#http://192.168.0.5:35455/itv/5000000004000025843.m3u8?cdn=bestzb#http://36.136.38.87:9901/tsfile/live/0120_1.m3u8#http://221.2.148.205:8154/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0#http://223.241.247.214:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0#http://58.57.40.22:9901/tsfile/live/1042_1.m3u8#http://110.53.52.63:8888/newlive/live/hls/28/live.m3u8#http://183.11.239.36:808/hls/49/index.m3u8#http://61.138.128.226:19901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
